mass [kg],rivet spacing [mm],stringer type,skin thickness [mm],stringer thickness [mm],stringer cross-section area [mm2],frame cross-section area [mm2],stringer pitch [mm],frame pitch [mm],stringer/frame material,skin material,stress margin [%]
26.007233252503042,33.88951910531061,j,0.3,0.9000000000000001,40.0,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.010025270215657,33.67437300557709,formed z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.4126175796414
26.010025270215657,33.67437300557709,z,0.3,0.8,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.4126175796414
26.010025270215657,33.67437300557709,j,0.3,0.8,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.412617579642
26.010025270215657,33.67437300557709,j,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.412617579642
26.010025270215657,33.67437300557709,formed z,0.3,0.8,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.4126175796414
26.010025270215657,33.67437300557709,z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3269.4126175796414
26.018401323353498,33.02052503682091,z,0.3,0.8,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.018401323353498,33.02052503682091,j,0.3,0.9000000000000001,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.018401323353498,33.02052503682091,z,0.3,0.9000000000000001,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.018401323353498,33.02052503682091,formed z,0.3,0.8,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.018401323353498,33.02052503682091,j,0.3,0.8,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.018401323353498,33.02052503682091,formed z,0.3,0.9000000000000001,35.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,2919.455291421721
26.31217217646566,33.88951910531061,formed z,0.3,0.9000000000000001,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.7107472252355
26.31217217646566,33.88951910531061,formed z,0.3,0.8,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.31217217646566,33.88951910531061,j,0.3,0.8,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.31217217646566,33.88951910531061,z,0.3,0.8,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.31217217646566,33.88951910531061,j,0.3,0.9000000000000001,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.31217217646566,33.88951910531061,z,0.3,0.9000000000000001,40.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3247.710747225235
26.31496419417827,33.67437300557709,z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.31496419417827,33.67437300557709,formed z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.31496419417827,33.67437300557709,j,0.3,0.8,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.412617579642
26.31496419417827,33.67437300557709,formed z,0.3,0.8,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.31496419417827,33.67437300557709,z,0.3,0.8,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.31496419417827,33.67437300557709,j,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3269.412617579642
26.617111100428268,33.88951910531061,j,0.3,0.9000000000000001,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.710747225235
26.617111100428268,33.88951910531061,z,0.3,0.9000000000000001,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.710747225235
26.617111100428268,33.88951910531061,z,0.3,0.8,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.710747225235
26.617111100428268,33.88951910531061,j,0.3,0.8,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.710747225235
26.617111100428268,33.88951910531061,formed z,0.3,0.9000000000000001,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.7107472252355
26.617111100428268,33.88951910531061,formed z,0.3,0.8,40.0,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3247.710747225235
26.913673971253044,34.526914556627204,formed z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
26.913673971253044,34.526914556627204,z,0.3,0.8,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
26.913673971253044,34.526914556627204,j,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141344
26.913673971253044,34.526914556627204,formed z,0.3,0.8,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
26.913673971253044,34.526914556627204,j,0.3,0.8,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141344
26.913673971253044,34.526914556627204,z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
26.924842042103496,33.67437300557709,formed z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.924842042103496,33.67437300557709,formed z,0.3,0.8,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.924842042103496,33.67437300557709,z,0.3,0.8,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.4126175796414
26.924842042103496,33.67437300557709,j,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.412617579642
26.924842042103496,33.67437300557709,j,0.3,0.8,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.412617579642
26.924842042103496,33.67437300557709,z,0.3,0.9000000000000001,35.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3269.4126175796414
27.043165502503044,34.61701300396313,z,0.3,0.8,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.043165502503044,34.61701300396313,z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.043165502503044,34.61701300396313,formed z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.442982606784
27.043165502503044,34.61701300396313,j,0.3,0.8,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.043165502503044,34.61701300396313,formed z,0.3,0.8,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.043165502503044,34.61701300396313,j,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.21582087750304,34.736780747085774,j,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.21582087750304,34.736780747085774,z,0.3,0.8,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.21582087750304,34.736780747085774,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.21582087750304,34.736780747085774,z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.21582087750304,34.736780747085774,j,0.3,0.8,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.21582087750304,34.736780747085774,formed z,0.3,0.8,44.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.218612895215657,34.526914556627204,formed z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
27.218612895215657,34.526914556627204,formed z,0.3,0.8,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
27.218612895215657,34.526914556627204,j,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141344
27.218612895215657,34.526914556627204,z,0.3,0.8,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
27.218612895215657,34.526914556627204,z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141335
27.218612895215657,34.526914556627204,j,0.3,0.8,35.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3724.1128869141344
27.226988948353494,33.88951910531061,j,0.3,0.8,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.710747225235
27.226988948353494,33.88951910531061,formed z,0.3,0.9000000000000001,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.7107472252355
27.226988948353494,33.88951910531061,formed z,0.3,0.8,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.710747225235
27.226988948353494,33.88951910531061,z,0.3,0.9000000000000001,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.710747225235
27.226988948353494,33.88951910531061,z,0.3,0.8,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.710747225235
27.226988948353494,33.88951910531061,j,0.3,0.9000000000000001,40.0,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3247.710747225235
27.348104426465657,34.61701300396313,z,0.3,0.8,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.348104426465657,34.61701300396313,formed z,0.3,0.8,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.348104426465657,34.61701300396313,j,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.348104426465657,34.61701300396313,z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.348104426465657,34.61701300396313,formed z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.442982606784
27.348104426465657,34.61701300396313,j,0.3,0.8,40.0,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3633.4429826067835
27.520759801465655,34.736780747085774,j,0.3,0.8,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.520759801465655,34.736780747085774,formed z,0.3,0.8,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.520759801465655,34.736780747085774,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.520759801465655,34.736780747085774,z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.520759801465655,34.736780747085774,z,0.3,0.8,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.165753723457
27.520759801465655,34.736780747085774,j,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3576.1657537234564
27.52355181917827,34.526914556627204,formed z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141335
27.52355181917827,34.526914556627204,z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141335
27.52355181917827,34.526914556627204,z,0.3,0.8,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141335
27.52355181917827,34.526914556627204,j,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141344
27.52355181917827,34.526914556627204,formed z,0.3,0.8,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141335
27.52355181917827,34.526914556627204,j,0.3,0.8,35.0,20.0,160.00000000000003,350.0,AA2024-T3,AA2024-T3,3724.1128869141344
27.65304335042827,34.61701300396313,j,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.4429826067835
27.65304335042827,34.61701300396313,z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.4429826067835
27.65304335042827,34.61701300396313,j,0.3,0.8,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.4429826067835
27.65304335042827,34.61701300396313,formed z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.442982606784
27.65304335042827,34.61701300396313,z,0.3,0.8,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.4429826067835
27.65304335042827,34.61701300396313,formed z,0.3,0.8,40.0,20.0,180.00000000000003,350.0,AA2024-T3,AA2024-T3,3633.4429826067835
27.825698725428268,34.736780747085774,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.1657537234564
27.825698725428268,34.736780747085774,formed z,0.3,0.8,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.165753723457
27.825698725428268,34.736780747085774,j,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.1657537234564
27.825698725428268,34.736780747085774,j,0.3,0.8,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.1657537234564
27.825698725428268,34.736780747085774,z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.165753723457
27.825698725428268,34.736780747085774,z,0.3,0.8,44.99999999999999,20.0,200.0,350.0,AA2024-T3,AA2024-T3,3576.165753723457
28.133429667103496,34.526914556627204,j,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141344
28.133429667103496,34.526914556627204,formed z,0.3,0.8,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141335
28.133429667103496,34.526914556627204,formed z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141335
28.133429667103496,34.526914556627204,j,0.3,0.8,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141344
28.133429667103496,34.526914556627204,z,0.3,0.8,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141335
28.133429667103496,34.526914556627204,z,0.3,0.9000000000000001,35.0,20.0,160.00000000000003,300.0,AA2024-T3,AA2024-T3,3724.1128869141335
28.262921198353496,34.61701300396313,formed z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.442982606784
28.262921198353496,34.61701300396313,z,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.4429826067835
28.262921198353496,34.61701300396313,j,0.3,0.9000000000000001,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.4429826067835
28.262921198353496,34.61701300396313,z,0.3,0.8,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.4429826067835
28.262921198353496,34.61701300396313,j,0.3,0.8,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.4429826067835
28.262921198353496,34.61701300396313,formed z,0.3,0.8,40.0,20.0,180.00000000000003,300.0,AA2024-T3,AA2024-T3,3633.4429826067835
28.381244658753044,35.534656060167045,j,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.381244658753044,35.534656060167045,formed z,0.3,0.8,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541155
28.381244658753044,35.534656060167045,z,0.3,0.8,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541155
28.381244658753044,35.534656060167045,z,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.646589554116
28.381244658753044,35.534656060167045,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.381244658753044,35.534656060167045,j,0.3,0.8,44.99999999999999,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.42440850250304,35.563863234370444,j,0.3,0.8,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183332
28.42440850250304,35.563863234370444,j,0.3,0.8,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.42440850250304,35.563863234370444,z,0.3,0.8,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.42440850250304,35.563863234370444,z,0.3,0.8,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.42440850250304,35.563863234370444,formed z,0.3,0.8,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.42440850250304,35.563863234370444,formed z,0.3,0.9000000000000001,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.028905034361
28.42440850250304,35.563863234370444,j,0.3,0.9000000000000001,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183332
28.42440850250304,35.563863234370444,z,0.3,0.9000000000000001,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.42440850250304,35.563863234370444,j,0.3,0.9000000000000001,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.42440850250304,35.563863234370444,z,0.3,0.8,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.42440850250304,35.563863234370444,j,0.3,0.8,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.793099458017
28.42440850250304,35.563863234370444,formed z,0.3,0.8,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.42440850250304,35.563863234370444,j,0.3,0.9000000000000001,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.42440850250304,35.563863234370444,formed z,0.3,0.9000000000000001,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.42440850250304,35.563863234370444,z,0.3,0.9000000000000001,40.0,20.0,160.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.42440850250304,35.563863234370444,formed z,0.3,0.9000000000000001,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.42440850250304,35.563863234370444,formed z,0.3,0.8,49.99999999999999,20.0,200.0,449.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.42440850250304,35.563863234370444,z,0.3,0.9000000000000001,35.0,20.0,140.0,449.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.435576573353494,34.736780747085774,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.1657537234564
28.435576573353494,34.736780747085774,j,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.1657537234564
28.435576573353494,34.736780747085774,j,0.3,0.8,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.1657537234564
28.435576573353494,34.736780747085774,formed z,0.3,0.8,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.165753723457
28.435576573353494,34.736780747085774,z,0.3,0.9000000000000001,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.165753723457
28.435576573353494,34.736780747085774,z,0.3,0.8,44.99999999999999,20.0,200.0,300.0,AA2024-T3,AA2024-T3,3576.165753723457
28.686183582715657,35.534656060167045,z,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.646589554116
28.686183582715657,35.534656060167045,formed z,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.686183582715657,35.534656060167045,j,0.3,0.9000000000000001,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.686183582715657,35.534656060167045,formed z,0.3,0.8,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541155
28.686183582715657,35.534656060167045,z,0.3,0.8,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541155
28.686183582715657,35.534656060167045,j,0.3,0.8,44.99999999999999,20.0,180.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,3997.6465895541146
28.729347426465655,35.563863234370444,j,0.3,0.9000000000000001,35.0,20.0,140.0,399.99999999999994,AA2024-T3,AA2024-T3,4313.927657183332
28.729347426465655,35.563863234370444,formed z,0.3,0.9000000000000001,40.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,4135.028905034361
28.729347426465655,35.563863234370444,formed z,0.3,0.9000000000000001,35.0,20.0,140.0,399.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.729347426465655,35.563863234370444,formed z,0.3,0.9000000000000001,49.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.729347426465655,35.563863234370444,j,0.3,0.9000000000000001,49.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.729347426465655,35.563863234370444,z,0.3,0.8,49.99999999999999,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,3904.7930994580156
28.729347426465655,35.563863234370444,z,0.3,0.8,35.0,20.0,140.0,399.99999999999994,AA2024-T3,AA2024-T3,4313.927657183331
28.729347426465655,35.563863234370444,z,0.3,0.8,40.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
28.729347426465655,35.563863234370444,j,0.3,0.9000000000000001,40.0,20.0,160.00000000000003,399.99999999999994,AA2024-T3,AA2024-T3,4135.02890503436
